SampleRowID,StationCode,SampleDate,SampleTime,SampleID,GearConditionCode,SampleWeight,TrapSampleType,Cone,DepthAdjust,Q_SID,Velocity,Area_sq_ft,volume,Acre_feet
112,gate 8,4/8/13,10:06,98_13,n,0.9875,N,1,46,18244,3.44705414,23.3,6852591.96,159.3051798
20670,gate 3,4/9/13,10:19,99_13,n,0.974305556,N,1,47,17520,3.3635,24,6795346.32,160.113719
20678,gate 6,4/9/13,8:33,99_13,n,0.994444444,N,1,49,17520,4.1076,25.3,8929002.298,206.1268364
20679,gate 7,4/9/13,9:23,99_13,n,0.995138889,N,1,48,17520,3.539622642,24.6,7486684.166,172.7101824
20680,gate 8,4/9/13,10:57,99_13,n,1.035416667,N,1,46,17520,3.106833333,23.3,6475939.323,143.5819174
20672,gate 3,4/10/13,11:55,100_13,n,1.066666667,N,1,48,16945,2.950606061,24.6,6689425.222,143.9700676
20684,gate 6,4/10/13,9:08,100_13,n,1.024305556,N,1,49,16945,3.729795082,25.3,8351197.678,187.1678987
20686,gate 7,4/10/13,10:17,100_13,n,1.0375,N,1,48,16945,3.973229167,24.6,8761542.458,193.867314
20687,gate 8,4/10/13,12:41,100_13,n,1.072222222,N,1,47,16945,3.330160256,24,7404145.108,158.526637
20671,gate 3,4/14/13,21:24,105_13,n,0.25,RMS,0.5,48,13603,3.01721875,24.6,708092.9651,32.51115542
20673,gate 6,4/14/13,21:39,105_13,n,0.25,RMS,0.5,48,13603,3.566597222,24.6,894930.575,41.08955808
20695,gate 3,4/14/13,15:43,105_13,n,0.25,RMS,0.5,48,13603,2.725041667,24.6,836609.592,38.411827
20696,gate 6,4/14/13,15:33,105_13,n,0.25,RMS,0.5,48,13603,3.516333333,24.6,1043211.708,47.89769091
20699,gate 7,4/14/13,15:28,105_13,n,0.25,RMS,0.5,49,13603,3.955838323,25.3,1194987.552,54.86627881
20704,gate 8,4/14/13,15:26,105_13,n,0.25,RMS,0.5,47,13603,3.330833333,24,959280,44.04407713
20705,gate 7,4/14/13,21:53,105_13,n,0.25,RMS,0.5,48,13603,3.402620968,24.6,914052.8758,41.96753332
20706,gate 8,4/14/13,22:05,105_13,n,0.25,RMS,0.5,46,13603,2.969905063,23.3,797170.0375,36.60101182
20693,gate 3,4/15/13,12:12,106_13,n,0.25,RMS,0.5,47,13218,2.767625,24,805046.76,36.96266116
20694,gate 6,4/15/13,12:08,106_13,n,0.25,RMS,0.5,48,13218,3.292084639,24.6,976682.5025,44.84309011
20707,gate 7,4/15/13,12:03,106_13,n,0.25,RMS,0.5,48,13218,4.001666667,24.6,1175385.54,53.96627824
20708,gate 8,4/15/13,11:58,106_13,n,0.25,RMS,0.5,47,13218,3.544625,24,1000434.96,45.93365289
20709,gate 3,4/15/13,21:31,106_13,n,0.25,RMS,0.5,48,13218,2.739625,24.6,646989.84,29.70568595
20710,gate 6,4/15/13,21:41,106_13,n,0.25,RMS,0.5,48,13218,3.467041667,24.6,859715.388,39.47269917
20711,gate 7,4/15/13,21:53,106_13,n,0.25,RMS,0.5,48,13218,3.506708333,24.6,916134.5655,42.06311136
20712,gate 8,4/15/13,22:02,106_13,n,0.25,RMS,0.5,47,13218,2.902375,24,769013.28,35.3082314
20713,gate 3,4/17/13,8:54,107_13,n,1.004166667,N,0.5,48,12631,2.883125,24.6,6153442.155,70.33871901
20714,gate 6,4/17/13,8:13,107_13,n,0.967361111,N,0.5,48,12631,3.378186275,24.6,6945780.697,82.41657754
20715,gate 7,4/17/13,8:38,107_13,n,0.979861111,N,0.5,48,12631,3.811022727,24.6,7936973.129,92.97635612
20716,gate 8,4/17/13,9:11,107_13,n,0.990972222,N,0.5,47,12631,2.968152174,24,6099196.539,70.64692778
20720,gate 3,4/18/13,10:10,108_13,n,1.052777778,N,0.5,48,12579,2.855416667,24.6,6389326.02,69.66272727
20721,gate 6,4/18/13,9:25,108_13,n,1.05,N,0.5,48,12579,3.576930693,24.6,7982679.151,87.26528435
20723,gate 7,4/18/13,9:50,108_13,n,1.05,N,0.5,48,12579,3.43415625,24.6,7664047.713,83.78205992
20725,gate 8,4/18/13,10:33,108_13,n,1.056944444,N,0.5,47,12579,2.79442029,24,6124475.061,66.51182178
20736,gate 3,4/19/13,9:51,109_13,n,0.986805556,N,0.5,48,13016,2.515190397,24.6,5275350.279,61.36233102
20737,gate 6,4/19/13,8:30,109_13,n,0.961805556,N,0.5,47,13016,3.368166667,24,6717471.6,80.16793388
20744,gate 7,4/19/13,8:54,109_13,n,0.961111111,N,0.5,49,13016,3.535583333,25.3,7427949.452,88.711
20746,gate 8,4/19/13,9:17,109_13,n,0.783333333,N,1,47,13016,2.847782258,24,4625709.677,135.5638496
20748,gate 3,4/20/13,10:36,110_13,n,1.03125,N,0.5,48,13632,2.633530641,24.6,5772330.47,64.24944175
20749,gate 6,4/20/13,8:52,110_13,n,1.015277778,N,0.5,48,13632,3.435645161,24.6,7413819.921,83.81838443
20750,gate 7,4/20/13,9:25,110_13,n,1.021527778,N,0.5,48,13632,3.55189206,24.6,7711853.832,86.65442446
20752,gate 8,4/20/13,10:05,110_13,n,1.033333333,N,1,47,13632,2.905625,24,6225940.8,138.3173554
20756,gate 3,4/21/13,9:48,111_13,n,0.872916667,N,1,48,14136,2.814097222,24.6,5221084.628,137.3093388
20757,gate 6,4/21/13,9:08,111_13,n,1.011111111,N,0.5,48,14136,3.624063401,24.6,7788315.195,88.4151666
20758,gate 7,4/21/13,10:22,111_13,n,0.882638889,N,1,48,14136,3.272176591,24.6,6138590.197,159.6605834
20759,gate 8,4/21/13,10:48,111_13,n,1.029861111,N,1,47,14136,3.266580882,24,6975848.806,155.5000486
20760,gate 3,4/22/13,10:08,112_13,n,1.013888889,N,1,48,14204,2.629206731,24.6,5665835.337,128.2879053
20761,gate 6,4/22/13,8:33,112_13,n,0.975694444,N,0.5,48,14204,3.42201087,24.6,7096497.701,83.48575278
20762,gate 7,4/22/13,9:17,112_13,n,0.954861111,N,1,48,14204,3.384675,24.6,6869197.913,165.149762
20763,gate 8,4/22/13,10:42,112_13,n,0.995833333,N,1,47,14204,2.918897059,24,6027405.671,138.9491492
20674,gate 3,4/23/13,9:57,113_13,n,0.992361111,N,1,48,14517,2.755789474,24.6,5812522.181,134.4643062
20676,gate 6,4/23/13,8:30,113_13,n,0.997916667,N,0.5,49,14517,3.265791667,25.3,7123886.905,81.94168182
20677,gate 7,4/23/13,9:16,113_13,n,0.999305556,N,1,48,14517,3.258413462,24.6,6920752.889,158.9890337
20681,gate 8,4/23/13,10:37,113_13,n,0.996527778,N,1,46,14517,2.876200331,23.3,5770031.77,132.9232417
20682,gate 3,4/24/13,9:45,114_13,n,0.991666667,N,1,48,16257,2.957208872,24.6,6232991.942,144.2922412
20683,gate 6,4/24/13,9:06,114_13,n,1.025,N,0.5,49,16257,4.038223473,25.3,9047914.29,101.322698
20685,gate 7,4/24/13,8:47,114_13,n,0.979861111,N,1,47,16257,3.358674242,24,6824288.673,159.883997
20688,gate 8,4/24/13,9:43,114_13,n,0.948611111,N,1,46,16257,2.994541667,23.3,5718580.396,138.3923719
20689,gate 3,5/1/13,9:51,121_13,n,1.054166667,N,0.5,48,20138,3.455666667,24.6,7742656.152,84.30684298
20690,gate 6,5/1/13,9:17,121_13,n,1.019444444,N,0.5,49,20138,3.909375,25.3,8711745.075,98.08977273
20691,gate 7,5/1/13,8:50,121_13,n,0.990277778,N,0.5,49,20138,3.96905303,25.3,8591682.085,99.58714876
20692,gate 8,5/1/13,8:31,121_13,n,0.963194444,N,0.5,47,20138,3.451875,24,6894360.9,82.16033058
20717,gate 3,5/2/13,10:03,122_13,n,0.958333333,N,1,48,20836,3.515025253,24.6,7159684.636,171.5099925
20718,gate 6,5/2/13,9:03,122_13,n,0.990277778,N,0.5,48,20836,3.740492424,24.6,7872898.683,91.25564989
20719,gate 7,5/2/13,8:34,122_13,n,0.988888889,N,0.5,49,20836,3.737035256,25.3,8078094.995,93.76561189
20726,gate 8,5/2/13,8:19,122_13,n,0.991666667,N,0.5,47,20836,3.36,24,6909235.2,79.97355372
20732,gate 3,5/3/13,10:13,123_13,n,1.006944444,N,1,47,20273,3.754098732,24,7838558.152,178.7075099
20733,gate 6,5/3/13,8:31,123_13,n,0.977777778,N,0.5,49,20273,3.85375,25.3,8236789.44,96.69409091
20734,gate 7,5/3/13,8:54,123_13,n,1.013888889,N,0.5,49,20273,3.743359375,25.3,8296332.516,93.92428977
20735,gate 8,5/3/13,9:26,123_13,n,0.813194444,N,1,48,20273,3.705064103,24.6,6403817.975,180.7826319
20738,gate 3,5/4/13,11:30,124_13,n,1.060416667,N,1,48,18978,3.388722826,24.6,7637679.719,165.3472691
20739,gate 6,5/4/13,8:34,124_13,n,1.002083333,N,0.5,48,18978,3.7890625,24.6,8070202.969,92.44059917
20740,gate 7,5/4/13,9:27,124_13,n,1.022916667,N,0.5,49,18978,3.558789063,25.3,7957502.167,89.29325284
20741,gate 8,5/4/13,10:20,124_13,n,0.865277778,N,1,47,18978,3.61357404,24,6483619.086,172.01807
20742,gate 3,5/5/13,10:07,125_13,n,0.942361111,N,1,48,18738,3.617541667,24.6,7245689.966,176.5121157
20743,gate 6,5/5/13,8:36,125_13,n,1.001388889,N,0.5,48,18738,3.726006098,24.6,7930401.57,90.9022314
20745,gate 7,5/5/13,9:18,125_13,n,0.99375,N,0.5,48,18738,4.346027778,24.6,9179488.647,106.0287107
20747,gate 8,5/5/13,10:46,125_13,n,1.018055556,N,1,47,18738,3.428011364,24,7236669.109,163.1846732
20751,gate 3,5/6/13,10:02,126_13,n,0.996527778,N,1,48,19384,3.591229508,24.6,7606439.572,175.2282563
20753,gate 6,5/6/13,8:21,126_13,n,0.989583333,N,0.5,48,19384,3.679402516,24.6,7738887.311,89.76525807
20754,gate 7,5/6/13,9:08,126_13,n,0.993055556,N,0.5,48,19384,3.315454545,24.6,6997863.6,80.88613073
20755,gate 8,5/6/13,10:52,126_13,n,1.004166667,N,1,47,19384,2.987231183,24,6220132.258,142.2020794
20764,gate 6,5/7/13,9:46,127_13,n,1.059027778,N,0.5,48,20220,3.570291667,24.6,8036369.513,87.10331405
20812,gate 3,5/7/13,10:44,127_13,n,1.029166667,N,1,48,20220,3.23028125,24.6,7066020.575,157.6163678
20813,gate 7,5/7/13,9:04,127_13,n,0.997222222,N,0.5,48,20220,3.490175439,24.6,7397552.488,85.14874293
20814,gate 8,5/7/13,8:32,127_13,n,0.902777778,N,1,47,20220,3.525375,24,6599502,167.8195041
20765,gate 3,5/8/13,11:40,128_13,n,1.038888889,N,1,48,22054,3.765416667,24.6,8314401.48,183.727438
20767,gate 7,5/8/13,10:19,128_13,n,1.052083333,N,0.5,49,22054,3.665601852,25.3,8430041.171,91.97328283
20768,gate 8,5/8/13,8:19,128_13,n,0.990972222,N,1,47,22054,3.37028754,24,6925536.46,160.4368283
20769,gate 6,5/9/13,9:57,129_13,n,0.995138889,N,0.5,49,21951,3.821628788,25.3,8313166.173,95.8881405
20770,gate 7,5/9/13,9:21,129_13,n,0.959722222,N,0.5,48,21951,3.63178791,24.6,7408237.196,88.60361909
20771,gate 8,5/9/13,8:54,129_13,nr,1.024305556,N,1,47,21951,3.171099291,24,6735414.894,150.9548092
20772,gate 6,5/10/13,10:28,130_13,n,1.021527778,N,0.5,49,22639,3.636397059,25.3,8119994.632,91.24050802
20773,gate 7,5/10/13,9:30,130_13,n,1.00625,N,0.5,49,22639,3.545756881,25.3,7799183.011,88.96626355
20774,gate 8,5/10/13,8:46,130_13,n,0.994444444,N,1,48,22639,3.340047771,24.6,7059631.85,162.9722482
20775,gate 6,5/11/13,10:38,131_13,n,1.006944444,N,0.5,48,22286,3.80119637,24.6,8135320.47,92.73662548
20776,gate 7,5/11/13,9:40,131_13,n,1.006944444,N,0.5,49,22286,3.552013889,25.3,7818337.771,89.12325758
20777,gate 8,5/11/13,8:47,131_13,n,1.000694444,N,1,47,22286,3.208465011,24,6657693.237,152.733541
20778,gate 3,5/12/13,11:06,132_13,n,1.004166667,N,1,48,22292,3.428541667,24.6,7317522.765,167.2901653
20779,gate 6,5/12/13,10:03,132_13,n,0.975694444,N,0.5,49,22292,4.215371622,25.3,8990502.441,105.7675061
20780,gate 7,5/12/13,9:16,132_13,n,0.983333333,N,0.5,49,22292,4.55625,25.3,9793604.7,114.3204545
20781,gate 8,5/12/13,8:31,132_13,n,0.988888889,N,1,47,22292,3.273360656,24,6712222.426,155.8227882
20782,gate 3,5/13/13,12:32,133_13,n,1.059722222,N,1,48,22326,3.147613636,24.6,7089609.412,153.5827348
20783,gate 6,5/13/13,11:07,133_13,n,1.044444444,N,0.5,49,22326,4.42397482,25.3,10100253.04,111.00155
20784,gate 7,5/13/13,9:57,133_13,n,1.028472222,N,0.5,49,22326,3.619489247,25.3,8137183.707,90.81627566
20785,gate 8,5/13/13,8:54,133_13,n,1.015972222,N,1,47,22326,3.299791667,24,6951737.1,157.0809917
20786,gate 6,5/14/13,9:40,134_13,pb,0.939583333,N,0.5,49,22399,4.220337838,25.3,8667957.75,105.892113
20787,gate 7,5/14/13,9:06,134_13,n,0.964583333,N,0.5,49,22399,4.063804348,25.3,8568539.595,101.9645455
20788,gate 8,5/14/13,8:31,134_13,n,0.984027778,N,1,46,22399,3.466166667,23.3,6866358.317,160.1884628
20789,gate 6,5/15/13,9:54,135_13,n,1.009722222,N,0.5,49,22086,3.893941886,25.3,8594599.5,97.70254187
20790,gate 7,5/15/13,9:20,135_13,n,0.888194444,N,0.5,50,22086,2.287833333,26,4564776.58,58.99206612
20791,gate 8,5/15/13,8:52,135_13,n,1.014583333,N,1,47,22086,3.402884615,24,7159124.769,161.9885569
20792,gate 3,5/16/13,8:25,136_13,n,0.769444444,N,1,48,21894,3.319654977,24.6,5428990.307,161.9772148
20793,gate 6,5/16/13,8:25,136_13,n,0.786111111,N,0.5,48,21894,3.932851563,24.6,6571134.242,95.94857696
20794,gate 7,5/16/13,9:16,136_13,n,0.839583333,N,0.5,49,21894,3.935789902,25.3,7223205.648,98.75254664
20795,gate 8,5/16/13,9:09,136_13,n,0.865277778,N,1,47,21894,3.320064103,24,5956991.815,158.0460267
20796,gate 3,5/17/13,10:02,137.0_13,nr,1.067361111,N,1,49,22443,2.975860656,25.3,6943176.903,149.3340984
20797,gate 6,5/17/13,9:00,137.0_13,nr,1.024305556,N,0.5,52,22443,4.074449541,27.2,9808014.936,109.9091182
20798,gate 7,5/17/13,8:43,137.0_13,nr,0.977083333,N,0.5,49,22443,3.875967742,25.3,8278392.678,97.25155425
20799,gate 8,5/17/13,8:23,137.0_13,nr,0.968055556,N,1,50,22443,3.494677996,26,7599666.558,180.2214107
20800,gate 3,5/18/13,9:55,138_13,n,0.947916667,N,1,48,22405,2.617853586,24.6,5274294.333,127.7339469
20801,gate 6,5/18/13,10:15,138_13,n,1.034027778,N,0.5,49,22405,4.204256757,25.3,9502889.956,105.4886241
20802,gate 7,5/18/13,8:33,138_13,n,0.885416667,N,0.5,49,22405,2.967279412,25.3,5743020.938,74.45173797
20803,gate 8,5/18/13,8:39,138_13,n,0.93125,N,1,48,22405,3.320961538,24.6,6573232.308,162.0409663
20804,gate 3,5/19/13,10:13,139_13,n,1.0125,N,1,49,22264,3.213660991,25.3,7112615.906,161.2673515
20805,gate 6,5/19/13,9:28,139_13,n,0.967361111,N,0.5,49,22264,3.647063253,25.3,7711985.131,91.50813253
20806,gate 7,5/19/13,8:51,139_13,n,1.0125,N,0.5,49,22264,3.652124183,25.3,8083041.935,91.63511586
20807,gate 8,5/19/13,8:14,139_13,n,0.982638889,N,1,47,22264,2.752248476,24,5607981.494,131.0161258
20808,gate 3,5/20/13,10:35,140_13,n,1.015277778,N,1,49,22126,2.875833333,25.3,6382382.93,144.3145455
20809,gate 6,5/20/13,9:43,140_13,n,1.010416667,N,0.5,49,22126,4.190470297,25.3,9255449.84,105.1427093
20810,gate 7,5/20/13,9:04,140_13,n,1.009027778,N,0.5,49,22126,3.61659375,25.3,7976954.471,90.743625
20811,gate 8,5/20/13,8:27,140_13,n,1.009027778,N,1,47,22126,3.312007576,24,6929779.691,157.6625094
20815,gate 3,5/21/13,11:37,141_13,n,1.043055556,N,1,48,22330,3.667176471,24.6,8129954.211,178.933966
20816,gate 6,5/21/13,10:22,141_13,n,1.027083333,N,0.5,47,22330,4.159878049,24,8859541.873,99.01197339
20817,gate 7,5/21/13,9:25,141_13,n,1.014583333,N,0.5,49,22330,3.649166667,25.3,8093114.535,91.56090909
20818,gate 8,5/21/13,8:36,141_13,n,1.00625,N,1,47,22330,3.053301282,24,6370896.323,145.3472346
20819,gate 3,5/22/13,10:32,142_13,n,0.954861111,N,1,49,24177,3.56125,25.3,7433219.063,178.71
20820,gate 6,5/22/13,9:40,142_13,n,0.970833333,N,0.5,49,24177,4.5877331,25.3,9735922.027,115.1103942
20821,gate 7,5/22/13,8:54,142_13,n,0.978472222,N,0.5,49,24177,3.765936556,25.3,8054818.594,94.49077177
20822,gate 8,5/22/13,8:14,142_13,n,0.984722222,N,1,47,24177,3.484913793,24,7115915.172,165.8934169
20823,gate 3,5/23/13,8:44,143_13,n,0.925,N,1,48,23818,3.451875,24.6,6786496.71,168.4286777
20824,gate 6,5/23/13,9:43,143_13,n,1.002083333,N,0.5,49,23818,4.638057325,25.3,10159543.98,116.3730747
20825,gate 7,5/23/13,10:06,143_13,n,1.05,N,0.5,48,23818,3.817625,24.6,8519839.524,93.13742975
20826,gate 8,5/23/13,11:21,143_13,n,1.129861111,N,1,48,23818,3.943490991,24.6,9470104.327,192.4162877
20827,gate 6,5/24/13,10:21,144_13,n,0.7875,N,0.5,49,24230,3.802904412,25.3,6546365.289,95.41832888
20828,gate 7,5/24/13,9:36,144_13,n,0.807638889,N,0.5,50,24230,3.389409722,26,6149338.271,87.39634986
20829,gate 8,5/24/13,8:26,144_13,n,0.761111111,N,0.5,48,24230,3.265961538,24.6,5283332.917,79.67866497
20830,gate 6,5/25/13,8:20,145_13,nr,0.915972222,N,0.5,49,23887,4.150416667,25.3,8310138.568,104.1377273
20832,gate 7,5/25/13,9:19,145_13,n,0.988194444,N,0.5,50,23887,3.763241525,26,8353944.597,97.03564925
20833,gate 8,5/25/13,10:28,145_13,n,1.054861111,N,1,46,23887,3.167791667,23.3,6727002.007,146.3990992
20835,gate 6,5/27/13,8:12,147_13,pb,0.992361111,N,0.5,49,23171,3.905416667,25.3,8471715.753,97.99045455
20836,gate 7,5/27/13,8:57,147_13,n,0.876388889,N,0.5,49,23171,3.710286885,25.3,7107855.951,93.09447094
20837,gate 8,5/27/13,9:55,147_13,n,1.072916667,N,1,48,23171,3.303395062,24.6,7533128.167,161.1838384
20838,gate 6,5/28/13,9:02,148_13,n,1.034722222,N,0.5,49,23649,4.013819444,25.3,9078537.096,100.7103788
20839,gate 7,5/28/13,10:12,148_13,n,1.052083333,N,0.5,48,23649,3.711944444,24.6,8300427.45,90.55917355
20840,gate 8,5/28/13,11:09,148_13,n,1.051388889,N,1,47,23649,3.536046512,24,7709147.163,168.3275034
20841,gate 6,5/29/13,9:14,149_13,n,1.008333333,N,0.5,49,23976,4.071666667,25.3,8974507.08,102.1618182
20843,gate 7,5/29/13,10:31,149_13,n,1.013194444,N,0.5,49,23976,3.709816754,25.3,8216361.174,93.08267492
20844,gate 8,5/29/13,14:02,149_13,n,1.120138889,N,1,47,23976,3.348267045,24,7777086.832,159.38858
20842,gate 6,5/30/13,8:49,150_13,n,0.802083333,N,1,49,23837,4.238611111,25.3,7431514.475,212.7012121
20845,gate 7,5/30/13,8:52,150_13,n,0.763888889,N,1,49,23837,3.734548611,25.3,6235949.271,187.4064394
20846,gate 8,5/30/13,9:46,150_13,n,0.795833333,N,1,48,23837,3.52849359,24.6,5968432.793,172.1671583
20847,gate 6,5/31/13,11:34,151_13,n,0.970138889,N,1,50,22604,4.325898318,26,9427516.722,223.0876488
20848,gate 7,5/31/13,9:56,151_13,n,0.954166667,N,1,49,22604,3.725117371,25.3,7769596.504,186.9331626
20849,gate 8,5/31/13,8:47,151_13,n,0.959027778,N,1,48,22604,3.190684713,24.6,6503751.33,155.6843186
20850,gate 6,6/1/13,8:38,152_13,n,0.877777778,N,1,50,22292,4.210544872,26,8302520.8,217.138843
20851,gate 7,6/1/13,9:55,152_13,n,0.999305556,N,1,49,22292,3.709166667,25.3,8102311.085,186.1327273
20852,gate 8,6/1/13,10:48,152_13,n,1.084027778,N,1,48,22292,3.057833333,24.6,7045358.082,149.2020496
20853,gate 6,6/2/13,9:30,153_13,n,0.877777778,N,1,48,22020,4.020041667,24.6,7500047.016,196.1514545
20854,gate 7,6/2/13,11:00,153_13,n,1.045138889,N,1,48,22020,3.464368557,24.6,7695679.024,169.0382807
20855,gate 8,6/2/13,8:11,153_13,nr,0.890972222,N,1,49,22020,2.905273438,25.3,5658293.115,145.7919034
20876,gate 6,6/4/13,8:40,155_13,n,1.070833333,N,0.5,49,21608,3.8985,25.3,9125437.266,97.81690909
20877,gate 7,6/4/13,11:08,155_13,n,1.170138889,N,1,50,21608,3.702268245,26,9731782.308,190.9268913
20879,gate 8,6/4/13,12:55,155_13,n,1.242361111,N,1,48,21608,3.140666667,24.6,8293131.336,153.2437686
20869,gate 6,6/5/13,9:07,156_13,n,1.01875,N,0.5,48,20991,4.0635,24.6,8798664.042,99.13596694
20871,gate 7,6/5/13,9:28,156_13,n,0.930555556,N,1,49,20991,3.633,25.3,7389957.96,182.3105455
20874,gate 8,6/5/13,10:51,156_13,n,0.913888889,N,1,48,20991,3.375755287,24.6,6557121.082,164.714539
20863,gate 6,6/6/13,9:13,157_13,pb,1.004166667,N,0.5,48,20922,4.073125,24.6,8693254.395,99.37078512
20864,gate 7,6/6/13,9:10,157_13,n,0.9875,N,1,49,20922,3.979464286,25.3,8590055.689,199.6967532
20866,gate 8,6/6/13,10:41,157_13,n,0.959027778,N,1,48,20922,3.264625,24.6,6654467.957,159.2921157
20858,gate 6,6/7/13,11:50,158_13,n,1.109027778,N,0.5,49,25741,3.682954545,25.3,8928387.825,92.40867769
20859,gate 7,6/7/13,10:05,158_13,n,0.884027778,N,1,50,25741,4.084305556,26,8110940.717,210.6286501
20862,gate 8,6/7/13,13:16,158_13,n,1.107638889,N,1,48,25741,2.977476415,24.6,7009634.526,145.2811633
20860,gate 6,6/8/13,9:23,159_13,pb,0.897916667,N,0.5,50,25400,3.935416667,26,7938050.25,101.4752066
20861,gate 7,6/8/13,8:23,159_13,pb,0.929166667,N,1,50,25400,4.08135,26,8518920.228,210.4762314
20865,gate 8,6/8/13,10:45,159_13,n,0.895138889,N,1,48,25400,2.944722222,24.6,5602522.49,143.6829752
20867,gate 6,6/9/13,10:05,160_13,n,0.923611111,N,0.5,48,25027,3.798958333,24.6,7457659.125,92.68202479
20868,gate 7,6/9/13,8:45,160_13,n,0.860416667,N,1,48,25027,3.876170695,24.6,7088601.425,189.1315023
20870,gate 8,6/9/13,11:21,160_13,n,1.025,N,1,48,25027,2.974756944,24.6,6480734.085,145.1484711
20872,gate 6,6/10/13,12:09,161_13,n,1.086111111,N,0.5,50,25293,3.798295455,26,9267233.182,97.93951916
20873,gate 7,6/10/13,13:22,161_13,n,1.029166667,N,1,49,25293,3.856944444,25.3,8676875.35,193.5484848
20875,gate 8,6/10/13,14:44,161_13,n,1.140972222,N,1,48,25293,3.01,24.6,7299454.68,146.8680992
20878,gate 6,6/11/13,9:12,162_13,n,0.877083333,N,0.5,50,26015,4.297416667,26,8467114.11,110.8094215
20880,gate 7,6/11/13,9:35,162_13,n,0.842361111,N,1,49,26015,3.704912791,25.3,6821981.889,185.91926
20881,gate 8,6/11/13,10:32,162_13,n,0.825,N,1,48,26015,3.698333333,24.6,6484983.12,180.4542149
20882,gate 6,6/12/13,9:16,163_13,pb,0.872916667,N,0.5,49,25740,3.854583333,25.3,7355030.678,96.715
20883,gate 7,6/12/13,10:09,163_13,n,0.847916667,N,1,49,25740,3.606395349,25.3,6684374.438,180.9754757
20884,gate 8,6/12/13,13:04,163_13,n,1.105555556,N,1,48,25740,3.130678934,24.6,7356444.314,152.7564333
20885,gate 6,6/13/13,11:12,164_13,n,0.965277778,N,0.5,49,25654,4.248558981,25.3,8964544.422,106.6002072
20886,gate 7,6/13/13,9:37,164_13,n,0.825694444,N,1,50,25654,3.681209677,26,6828054.958,189.8408958
20887,gate 8,6/13/13,12:34,164_13,n,0.936805556,N,1,48,25654,3.074166667,24.6,6121047.03,149.9990083
20888,gate 6,6/14/13,10:58,165_13,n,0.990277778,N,0.5,49,25424,3.460333333,25.3,7490472.836,86.82290909
20889,gate 7,6/14/13,9:16,165_13,n,0.985416667,N,1,50,25424,3.64,26,8057649.6,187.7157025
20890,gate 8,6/14/13,12:30,165_13,n,0.997222222,N,1,48,25424,2.953708333,24.6,6260491.146,144.121438
20891,gate 6,6/15/13,10:03,166_13,n,0.961805556,N,0.5,48,25845,4.400925926,24.6,8996636.833,107.3680441
20892,gate 7,6/15/13,8:41,166_13,n,0.975694444,N,1,48,25845,3.619318182,24.6,7505669.659,176.5987979
20893,gate 8,6/15/13,11:20,166_13,n,0.951388889,N,1,49,25845,3.150926372,25.3,6552855.538,158.1192143
20894,gate 6,6/18/13,10:17,169_13,n,0.995833333,N,1,48,25720,3.721909722,24.6,7877734.568,181.6045868
20895,gate 7,6/18/13,8:56,169_13,n,0.945833333,N,1,49,25720,3.697458333,25.3,7644554.264,185.5451818
20896,gate 8,6/18/13,11:22,169_13,n,1.055555556,N,1,48,25720,3.178,24.6,7129906.56,155.0653884
20897,gate 6,6/19/13,10:35,170_13,n,1.0125,N,1,49,24426,4.038953488,25.3,8939189.574,202.6820296
20898,gate 7,6/19/13,8:55,170_13,n,0.999305556,N,1,50,24426,4.048746313,26,9088787.673,208.7948512
20899,gate 8,6/19/13,11:46,170_13,n,1.016666667,N,1,48,24426,3.13412037,24.6,6772407.88,152.9243526
20905,gate 6,6/20/13,8:51,171_13,n,0.927777778,N,1,49,25273,4.583985062,25.3,9296541.736,230.0327049
20906,gate 7,6/20/13,10:04,171_13,n,1.047916667,N,1,49,25273,4.08625,25.3,9360217.598,205.0554545
20907,gate 8,6/20/13,11:17,171_13,n,0.979861111,N,1,48,25273,3.406835938,24.6,7095199.17,166.2310692
20908,gate 6,6/21/13,10:26,172_13,n,1.065972222,N,1,49,24829,4.05475,25.3,9448094.618,203.4747273
20909,gate 7,6/21/13,8:54,172_13,n,0.951388889,N,1,50,24829,3.526541667,26,7536924.85,181.8646281
20910,gate 8,6/21/13,12:14,172_13,n,1.039583333,N,1,48,24829,3.357474227,24.6,7418581.042,163.8225441
20911,gate 6,6/22/13,10:29,173_13,n,1.002083333,N,1,48,24875,3.75375,24.6,7994992.005,183.1581818
20912,gate 7,6/22/13,8:53,173_13,n,0.999305556,N,1,49,24875,3.753623188,25.3,8199422,188.3636364
20913,gate 8,6/22/13,12:10,173_13,n,0.997222222,N,1,48,24875,3.082627119,24.6,6533739.153,150.4118224
20935,gate 8,6/25/13,10:20,176_13,n,1.049305556,N,1,48,25008,3.233196721,24.6,7210791.723,157.7586235
20936,gate 6,6/25/13,9:23,176_13,pb,1.039583333,N,1,49,25008,4.214,25.3,9576087.444,211.4661818
20937,gate 7,6/25/13,8:18,176_13,n,0.986805556,N,1,49,25008,3.837604167,25.3,8278011.521,192.5779545
20918,gate 8,6/26/13,10:50,177_13,n,1.020833333,N,1,49,25408,3.662166667,25.3,8171978.43,183.7741818
20919,gate 6,6/26/13,8:11,177_13,pb,0.95,N,1,49,25408,4.270583333,25.3,8868395.844,214.3056364
20923,gate 7,6/26/13,9:20,177_13,tb,1.043055556,N,1,49,25408,4.0125387,25.3,9148732.687,201.3564875
